source,target,dijkstra_distance,astar_distance,bford_distance,dijkstra_path,astar_path,bford_path
0,0,,,,,,None
0,1,,,,,,None
0,2,,,,,,None
0,3,,,,,,None
0,4,,,,,,None
0,5,,,,,,None
0,6,,,,,,None
0,7,,,,,,None
0,8,,,,,,None
0,9,,,,,,None
0,10,,,,,,None
0,11,,,,,,None
0,12,,,,,,None
0,13,,,,,,None
0,14,,,,,,None
0,15,,,,,,None
0,16,,,,,,None
0,17,,,,,,None
0,18,,,,,,None
0,19,,,,,,None
1,0,,,,,,None
1,1,,,,,,None
1,2,,,,,,None
1,3,,,,,,None
1,4,,,,,,None
1,5,,,,,,None
1,6,,,,,,None
1,7,,,,,,None
1,8,,,,,,None
1,9,,,,,,None
1,10,,,,,,None
1,11,,,,,,None
1,12,,,,,,None
1,13,,,,,,None
1,14,,,,,,None
1,15,,,,,,None
1,16,,,,,,None
1,17,,,,,,None
1,18,,,,,,None
1,19,,,,,,None
2,0,,,,,,None
2,1,,,,,,None
2,2,,,,,,None
2,3,,,,,,None
2,4,,,,,,None
2,5,,,,,,None
2,6,,,,,,None
2,7,,,,,,None
2,8,,,,,,None
2,9,,,,,,None
2,10,,,,,,None
2,11,,,,,,None
2,12,,,,,,None
2,13,,,,,,None
2,14,,,,,,None
2,15,,,,,,None
2,16,,,,,,None
2,17,,,,,,None
2,18,,,,,,None
2,19,,,,,,None
3,0,,,,,,None
3,1,,,,,,None
3,2,,,,,,None
3,3,,,,,,None
3,4,,,,,,None
3,5,,,,,,None
3,6,,,,,,None
3,7,,,,,,None
3,8,,,,,,None
3,9,,,,,,None
3,10,,,,,,None
3,11,,,,,,None
3,12,,,,,,None
3,13,,,,,,None
3,14,,,,,,None
3,15,,,,,,None
3,16,,,,,,None
3,17,,,,,,None
3,18,,,,,,None
3,19,,,,,,None
4,0,,,,,,None
4,1,,,,,,None
4,2,,,,,,None
4,3,,,,,,None
4,4,,,,,,None
4,5,,,,,,None
4,6,,,,,,None
4,7,,,,,,None
4,8,,,,,,None
4,9,,,,,,None
4,10,,,,,,None
4,11,,,,,,None
4,12,,,,,,None
4,13,,,,,,None
4,14,,,,,,None
4,15,,,,,,None
4,16,,,,,,None
4,17,,,,,,None
4,18,,,,,,None
4,19,,,,,,None
5,0,,,,,,None
5,1,,,,,,None
5,2,,,,,,None
5,3,,,,,,None
5,4,,,,,,None
5,5,,,,,,None
5,6,,,,,,None
5,7,,,,,,None
5,8,,,,,,None
5,9,,,,,,None
5,10,,,,,,None
5,11,,,,,,None
5,12,,,,,,None
5,13,,,,,,None
5,14,,,,,,None
5,15,,,,,,None
5,16,,,,,,None
5,17,,,,,,None
5,18,,,,,,None
5,19,,,,,,None
6,0,,,,,,None
6,1,,,,,,None
6,2,,,,,,None
6,3,,,,,,None
6,4,,,,,,None
6,5,,,,,,None
6,6,,,,,,None
6,7,,,,,,None
6,8,,,,,,None
6,9,,,,,,None
6,10,,,,,,None
6,11,,,,,,None
6,12,,,,,,None
6,13,,,,,,None
6,14,,,,,,None
6,15,,,,,,None
6,16,,,,,,None
6,17,,,,,,None
6,18,,,,,,None
6,19,,,,,,None
7,0,,,,,,None
7,1,,,,,,None
7,2,,,,,,None
7,3,,,,,,None
7,4,,,,,,None
7,5,,,,,,None
7,6,,,,,,None
7,7,,,,,,None
7,8,,,,,,None
7,9,,,,,,None
7,10,,,,,,None
7,11,,,,,,None
7,12,,,,,,None
7,13,,,,,,None
7,14,,,,,,None
7,15,,,,,,None
7,16,,,,,,None
7,17,,,,,,None
7,18,,,,,,None
7,19,,,,,,None
8,0,,,,,,None
8,1,,,,,,None
8,2,,,,,,None
8,3,,,,,,None
8,4,,,,,,None
8,5,,,,,,None
8,6,,,,,,None
8,7,,,,,,None
8,8,,,,,,None
8,9,,,,,,None
8,10,,,,,,None
8,11,,,,,,None
8,12,,,,,,None
8,13,,,,,,None
8,14,,,,,,None
8,15,,,,,,None
8,16,,,,,,None
8,17,,,,,,None
8,18,,,,,,None
8,19,,,,,,None
9,0,,,,,,None
9,1,,,,,,None
9,2,,,,,,None
9,3,,,,,,None
9,4,,,,,,None
9,5,,,,,,None
9,6,,,,,,None
9,7,,,,,,None
9,8,,,,,,None
9,9,,,,,,None
9,10,,,,,,None
9,11,,,,,,None
9,12,,,,,,None
9,13,,,,,,None
9,14,,,,,,None
9,15,,,,,,None
9,16,,,,,,None
9,17,,,,,,None
9,18,,,,,,None
9,19,,,,,,None
10,0,,,,,,None
10,1,,,,,,None
10,2,,,,,,None
10,3,,,,,,None
10,4,,,,,,None
10,5,,,,,,None
10,6,,,,,,None
10,7,,,,,,None
10,8,,,,,,None
10,9,,,,,,None
10,10,,,,,,None
10,11,,,,,,None
10,12,,,,,,None
10,13,,,,,,None
10,14,,,,,,None
10,15,,,,,,None
10,16,,,,,,None
10,17,,,,,,None
10,18,,,,,,None
10,19,,,,,,None
11,0,,,,,,None
11,1,,,,,,None
11,2,,,,,,None
11,3,,,,,,None
11,4,,,,,,None
11,5,,,,,,None
11,6,,,,,,None
11,7,,,,,,None
11,8,,,,,,None
11,9,,,,,,None
11,10,,,,,,None
11,11,,,,,,None
11,12,,,,,,None
11,13,,,,,,None
11,14,,,,,,None
11,15,,,,,,None
11,16,,,,,,None
11,17,,,,,,None
11,18,,,,,,None
11,19,,,,,,None
12,0,,,,,,None
